Student ID,First Name,Last Name,GPA,SAT Score,Extracurricular Activities,Recommendation Letters,Application Type,Deposit Paid,Application Fee,Interview Feedback,Admission Decision
bf5f959c-8695-421c-bcc6-cd0b07b50fac,Debbie,Scott,0.31,574,2,3,Early Decision,0.0,35.0,4,Denied
7b1cdcce-7354-4a76-b884-fcee511cc7f2,Corey,Kelly,2.74,976,9,1,Early Action,0.0,0.0,4,Denied
8526a7fc-792b-4dad-8736-960a6c42c7c9,Rebecca,Kelly,0.96,911,0,1,Regular Decision,0.0,35.0,1,Denied
6e3df202-2103-4694-b4e2-1184727deecb,Christine,Smith,1.59,588,1,4,Early Action,0.0,0.0,7,Denied
7fef460c-b8ac-45b1-99a2-0aece0be05ff,Angela,Preston,1.82,1564,10,5,Regular Decision,0.0,35.0,8,Denied
8b775688-e571-46eb-8aee-5c8fbdbe7344,Kimberly,White,1.2,1311,10,4,Regular Decision,1200.0,35.0,10,Accepted
d39c9f76-8f5e-4920-a447-ce3c44e1c32f,Sandra,Sanders,3.19,894,8,0,Early Action,0.0,0.0,7,Denied
adf7ac26-1bc5-44af-a7e0-2a272ce135cd,Angela,Burns,3.12,1081,1,5,Early Action,0.0,0.0,6,Denied
e8062eec-2b96-4130-8b04-8981fc42f4ea,Thomas,Huber,1.45,709,1,0,Early Action,0.0,0.0,8,Denied
5ec89d86-e336-4492-9fa4-2c6ed00c72df,Jason,Wheeler,0.99,415,5,3,Early Action,0.0,0.0,6,Denied
c33b3f9e-0623-4464-a36a-91f7e0276c4e,Paige,Hughes,2.07,1088,2,5,Early Decision,0.0,35.0,5,Denied
bb47e496-ae87-420a-a85f-dbc6fe841b8a,Lisa,Blackwell,3.28,1205,1,0,Early Decision,1200.0,35.0,8,Accepted
456d3fcc-6c1e-4aa6-8f61-da142264a7e7,Dawn,White,1.87,1125,3,0,Regular Decision,0.0,35.0,5,Denied
8e60fa5e-9a76-431f-b9fd-a4e77e8d537a,Sarah,Henderson,2.45,1532,10,5,Early Decision,0.0,35.0,3,Denied
8394cfbf-5109-43a7-87ca-3dc16f185578,Brittany,Mejia,3.91,1054,5,5,Early Decision,0.0,35.0,3,Accepted
8b39ddfa-99a1-48b7-ad5a-fcc67114f505,Amanda,Johnson,0.34,1048,5,2,Early Decision,0.0,35.0,7,Denied
94e48f8f-aba2-4bf9-adf8-6bde5f3a5152,Michael,Miranda,1.16,807,10,0,Early Decision,0.0,35.0,7,Denied
27fb843c-f1e9-413c-9656-d91a5b624e8c,Kevin,Marshall,2.18,775,3,2,Early Decision,0.0,35.0,6,Denied
dc7f5c6e-30ad-49cc-bf4e-538505683cad,Shelly,Gibson,1.75,1104,6,2,Early Decision,0.0,35.0,4,Denied
94d98db6-f2a1-4b11-a866-bdbcb8e69c58,Denise,Murphy,2.53,1340,7,5,Early Action,0.0,0.0,6,Denied
3a2690d0-cd60-435b-a392-3a5ff7cabc97,Henry,Pierce,3.1,925,7,0,Early Action,0.0,0.0,7,Denied
d0ff57c4-c9b6-44cc-a0f5-4ab00cc10405,Lisa,Williams,2.98,439,4,3,Early Action,0.0,0.0,8,Denied
e28e00a3-337d-476b-8e98-23ceb157bfbf,Justin,Jones,1.73,1365,8,0,Early Action,0.0,0.0,4,Denied
4f31a56a-b20e-41f3-9b90-82d7efeaabaf,Randall,Howard,2.76,424,10,5,Regular Decision,0.0,35.0,3,Denied
4d11eab3-cf1a-4410-8633-1363a41c98c6,Rhonda,Reeves,0.3,1092,2,1,Regular Decision,0.0,35.0,7,Denied
0e9eda71-53f7-421b-b2e0-dce995f969d3,Lynn,Williams,1.11,788,4,4,Regular Decision,0.0,35.0,7,Denied
8caa9d56-4bf9-4e82-8400-fb9c3134d363,Teresa,Howard,0.18,592,9,4,Early Decision,1200.0,35.0,9,Accepted
36d43147-793f-46dc-8779-35ab44d9e7e4,Emily,Johnson,3.91,819,2,0,Early Decision,1200.0,35.0,4,Accepted
1aa73039-b5b2-4955-9ee9-72229f892222,Karen,Peterson,3.81,781,8,5,Early Decision,1200.0,35.0,2,Accepted
4a42618c-f266-4a12-9d0b-597cac7e9a00,Megan,Ingram,2.88,774,2,1,Early Action,0.0,0.0,8,Denied
b71410ba-ab0c-4646-9cb0-c4f4aa2756ba,Gabriella,Blair,0.12,697,4,1,Early Decision,0.0,35.0,2,Denied
c53f1fe8-8980-4968-8288-7bbb7e0f77db,Sylvia,Rodriguez,2.75,1232,10,2,Early Decision,1200.0,35.0,9,Accepted
4d731053-46c7-41f5-b8da-6451100a90ec,Daniel,Rivas,3.37,922,10,1,Early Decision,1200.0,35.0,10,Accepted
50d7f6d8-5d84-42e2-b80b-34b26abd7822,Madison,Cook,1.06,872,4,5,Regular Decision,0.0,35.0,2,Denied
70de7a57-5b11-4da3-bd8e-902cb80ad442,Matthew,Zamora,0.06,546,1,0,Early Decision,0.0,35.0,2,Denied
a724b506-74ff-4c6b-a533-bc9414b3433d,Christopher,Weaver,3.25,708,1,0,Early Decision,1200.0,35.0,6,Accepted
0a83b313-a7e7-4751-b29d-beeb7b8f3d40,Shelley,Smith,1.62,1208,1,5,Early Decision,1200.0,35.0,9,Accepted
54ede398-1de2-47d4-b543-0910fbc6457b,Stacy,Peters,3.54,576,7,0,Early Action,0.0,0.0,5,Denied
464bc20c-6789-4bbc-a75a-6209f02134d2,Gerald,Edwards,3.7,1401,6,5,Early Decision,0.0,35.0,7,Accepted
c78eb0e7-48fa-4f54-aea2-a886087c82a5,Teresa,Pierce,2.55,1209,3,3,Early Action,0.0,0.0,1,Denied
b5e16961-af97-41a3-be9c-f14864de09a0,Anthony,Downs,2.49,1369,1,5,Early Decision,1200.0,35.0,9,Accepted
b197e7b8-2aee-4d4a-a56c-f3df5083d2f6,Chad,Parrish,0.71,830,5,0,Early Action,0.0,0.0,7,Denied
e065f101-2c5a-40bf-9137-bbb28218edf9,Michael,Jimenez,2.1,1348,2,3,Early Decision,1200.0,35.0,10,Accepted
d40f58e0-17dc-4a09-ae96-8fb2d7803197,Jennifer,Lane,2.97,537,1,4,Early Decision,0.0,35.0,1,Denied
89d7bef8-fea8-460c-a2cd-8a3297ee5267,Cynthia,Robinson,1.66,1429,5,0,Early Action,0.0,0.0,6,Denied
0a2e0c53-e46c-4de6-bc57-21ae4aacae61,Michelle,Evans,,1296,10,5,Regular Decision,0.0,35.0,7,
05ef9c20-44db-46fe-a58a-78f6b204f580,Toni,Norton,0.52,1589,3,5,Early Action,1200.0,0.0,9,Accepted
a7bc94fb-e6bb-4c9d-894c-f9c697dcf363,Daniel,Nguyen,2.71,450,4,2,Early Action,0.0,0.0,2,Denied
5ae6b1c9-6f14-431c-9aad-76c5ae8656b6,Kelly,Bautista,3.63,711,8,3,Early Action,0.0,0.0,7,Denied
3b95db24-021d-45a9-8ab7-6a64ba20d57d,Justin,Rodriguez,3.53,1100,3,0,Early Action,0.0,0.0,5,Denied
a114f514-0a81-46d9-9142-9631660003d2,Renee,Cooper,3.94,693,3,5,Early Action,0.0,0.0,5,Denied
e39200d3-a801-4f0f-8068-4d8d1bcfb08f,William,Patel,2.66,1463,10,5,Early Decision,0.0,35.0,9,Accepted
e5c5c3b6-5bf9-4570-9ab7-b10a7033042f,Caroline,Torres,2.07,1145,8,0,Early Action,0.0,0.0,3,Denied
1538b079-80c0-4ddd-a3d9-4d56cf7c4e3d,Yvonne,Jones,0.55,1198,9,3,Early Decision,0.0,35.0,4,Denied
2be48268-cc65-49d3-be1f-810172ff8370,Brittany,Holt,3.41,602,1,5,Regular Decision,0.0,35.0,5,Denied
887529ef-5265-4b0f-8b40-b6a4ad3495f5,Amber,Smith,3.13,734,10,0,Regular Decision,0.0,35.0,2,Denied
bc2793a6-bf87-41d3-8ae0-2dbfe2a72add,Tammy,Weaver,1.82,526,8,5,Early Action,0.0,0.0,2,Denied
bc93ce70-7a6b-47aa-bc8f-6b1ecf2decc9,Brenda,Berry,3.87,1174,6,2,Early Action,0.0,0.0,6,Denied
940bcfcc-bf94-4908-b5fb-08ebc3def666,Kari,Ramirez,3.42,857,4,0,Regular Decision,0.0,35.0,2,Denied
75da86f8-851f-4d14-a578-006b229db3af,Thomas,Gutierrez,0.63,1371,8,2,Early Decision,0.0,35.0,7,Denied
5d56c81a-3c46-46c3-bae8-74970cab95f9,Jessica,Cole,1.88,595,9,2,Early Action,0.0,0.0,6,Denied
8af35eac-e401-4dcb-917c-d61620de67d6,Sandra,Willis,0.88,1506,2,2,Early Decision,0.0,35.0,7,Denied
89705618-6530-4b1f-9067-cc5ae9a719d7,Krystal,Wilson,2.43,971,8,4,Early Action,0.0,0.0,7,Denied
5334c180-fbd0-4b1d-9faa-be564c1bce8c,Jennifer,Thompson,0.09,924,7,3,Early Decision,0.0,35.0,8,Denied
b978edb0-926d-458b-9abb-2915b60476e1,Emily,Mcintyre,0.9,1583,9,3,Early Action,0.0,0.0,3,Denied
d3bffb53-dc90-4748-8e5b-95920892af4d,Desiree,Smith,2.08,604,8,3,Early Decision,0.0,35.0,1,Denied
96f8143b-0f21-4d67-a878-b1af3bb69fc8,Renee,Adams,0.03,1302,3,0,Early Action,0.0,0.0,3,Denied
d5afbda9-bee5-41b2-84b9-8e9ea87ff36b,Evan,Carter,1.09,841,2,4,Early Action,0.0,0.0,1,Denied
d78e0843-f8fa-4556-a296-cd474bfd8887,Robert,Lewis,3.89,1545,7,4,Early Action,1200.0,0.0,2,Accepted
d2c21e4e-5ebb-4110-a07e-6cdd0305cd37,April,King,2.64,1195,9,5,Early Decision,1200.0,35.0,10,Accepted
0a49808e-4b2e-4a73-aaa1-57f0b7d0b057,Michael,Smith,2.58,420,1,0,Early Action,0.0,0.0,1,Denied
f3b8292d-41bd-4367-9381-8d7345435159,Eric,Thomas,2.95,1576,3,1,Early Decision,1200.0,35.0,10,Accepted
350d0f93-d598-4920-aaa6-cfe1a6577096,Brenda,Martin,2.14,1042,5,1,Early Action,0.0,0.0,1,Denied
2896cd9f-2bfa-4d32-824b-cecc61436d41,Eric,Neal,0.96,886,1,2,Regular Decision,1200.0,35.0,10,Accepted
a8e44115-8c3d-460e-bbb7-1b1643c655aa,Paul,Brooks,0.39,1485,4,0,Regular Decision,0.0,35.0,3,Denied
07e60b79-ad97-432e-84d5-903a2bd6e284,Teresa,Rivas,1.94,1395,6,3,Early Action,1200.0,0.0,10,Accepted
3535f176-7fb1-4ed3-88ca-2d3caa8dcfda,Marissa,Carter,0.61,1495,1,3,Early Action,1200.0,0.0,9,Accepted
71dc9267-01d7-4a7c-ab38-3749858f14ab,Jason,King,3.38,1509,6,4,Early Action,0.0,0.0,7,Denied
63fe8699-a45c-4097-b428-a8435974d273,Jason,Thompson,2.02,951,9,0,Early Decision,1200.0,35.0,10,Accepted
e8915ebe-0822-4ab5-9991-c4476cfcec12,Raymond,Dorsey,1.75,924,7,0,Early Decision,1200.0,35.0,9,Accepted
945873cc-823e-4dec-8a3a-7416708e2fd8,Phillip,Nash,3.52,1025,8,5,Early Action,1200.0,0.0,9,Accepted
bae0a5c8-26ab-40ff-9ec4-75ae6fcca726,Nancy,Flores,,713,8,2,Regular Decision,0.0,35.0,1,
a4f85daf-61a9-4581-b333-cfda0cdb0d66,Dana,Lowe,3.84,896,2,4,Early Decision,1200.0,35.0,10,Accepted
4e44ac5f-dfa8-4fcb-aef6-3296fa855a8b,Stanley,Ramirez,0.25,1470,6,3,Regular Decision,0.0,35.0,3,Denied
3c2e4def-06e0-45f0-9611-5e29e7752cb3,Tamara,Humphrey,0.85,464,4,4,Early Action,0.0,0.0,1,Denied
467536b3-6668-4f60-b3e6-e5b434595fac,Jennifer,Daugherty,1.22,547,2,1,Regular Decision,1200.0,35.0,10,Accepted
b192bba7-c931-4400-9b3e-3afb3f0ec3d8,Nathan,Rivera,0.0,959,6,5,Early Decision,0.0,35.0,1,Denied
daa4406d-9742-4186-beba-f41e1c7ece3b,Christopher,Kim,0.7,1205,7,1,Early Action,1200.0,0.0,10,Accepted
2ffe1ce5-c710-4ff9-a437-51314cb0a29d,Timothy,Kirby,2.07,1446,6,2,Early Decision,0.0,35.0,2,Denied
1d2a1bbb-ddbb-4575-a300-0e7f07d6104c,Sherry,Lewis,1.88,556,9,3,Early Action,0.0,0.0,7,Denied
7b5e7c55-d8d6-4096-9da9-b76e40304c0e,James,Wilkerson,2.87,462,5,1,Regular Decision,0.0,35.0,2,Denied
0cf65bce-e790-49aa-a5da-360a925882b1,Heather,Thompson,2.81,836,9,1,Early Decision,0.0,35.0,6,Denied
de9b09a5-e63a-4a81-a6e4-deada9e5363b,Ann,Williams,0.09,1128,7,1,Early Action,0.0,0.0,5,Denied
b3a81a55-38e4-490a-83fd-d9dc3280f494,Deborah,Wood,2.78,514,4,0,Regular Decision,0.0,35.0,4,Denied
fc88be9f-71ac-427c-826f-b817f6a7741c,John,Turner,2.8,494,0,4,Regular Decision,0.0,35.0,3,Denied
731df603-2e8f-469b-897d-cab576e5f5ce,Troy,Johnson,0.73,1432,2,0,Early Action,0.0,0.0,4,Denied
49fdf030-6db5-4234-a780-931d9b848d74,Todd,James,2.23,1591,3,4,Early Decision,0.0,35.0,5,Denied
e9e12f3e-47c2-494e-ac35-13244eebddae,Felicia,Beltran,0.65,1061,9,4,Early Decision,0.0,35.0,5,Denied
15e2f80b-1488-45ad-a5f6-d7802f63f3ac,Sara,Horton,0.85,1310,9,1,Early Action,0.0,0.0,3,Denied
e0f91457-850a-4dec-a189-3804e45cda57,Maria,Dickson,3.51,496,0,2,Early Decision,1200.0,35.0,4,Accepted
ab032b69-7b1f-4b15-bbdb-043e62a523eb,Kimberly,Wood,0.03,1539,9,1,Early Decision,0.0,35.0,7,Denied
7b8f53c3-c51b-4aa7-a66b-5d4c3d3c8f24,Michael,Robinson,0.07,1374,0,4,Early Decision,0.0,35.0,8,Denied
9b0615d3-86e0-46e1-9e37-a96b2c3e72b5,Sara,Mccarty,2.67,1280,1,2,Early Decision,0.0,35.0,7,Denied
01c7a07a-6d77-4221-bfa6-1f3e51bdca53,Jessica,Clark,2.61,1034,10,0,Regular Decision,0.0,35.0,5,Denied
ab939241-e38f-442f-b360-f3639e09a8a3,James,Martinez,3.22,963,0,4,Early Decision,1200.0,35.0,1,Accepted
8f5a291e-03ad-404c-8e0b-35e0aaad672f,Lisa,Berg,1.03,527,4,5,Early Action,0.0,0.0,8,Denied
da8c182d-6c83-472f-b924-ea34e5177e81,Melissa,Walls,2.5,580,1,2,Regular Decision,0.0,35.0,5,Denied
5e385520-1748-4d8e-ba58-dcfc1a614a23,Gloria,Pittman,1.56,1096,5,3,Early Action,0.0,0.0,8,Denied
5f95d5ba-579d-4045-8cf9-d60aad565af8,Tyler,Mccormick,2.32,836,1,2,Early Action,0.0,0.0,5,Denied
efdefa2b-19b6-485d-8ac3-132506660d8c,Kayla,Day,3.12,1297,6,0,Early Action,1200.0,0.0,9,Accepted
32c7a1be-ea5c-4570-89b8-a84ea3c44c05,Robert,Perez,3.11,1247,10,1,Early Action,0.0,0.0,6,Denied
741179dc-5f8b-4a25-b4ae-5edb9ea41408,Andrew,Jones,1.45,1273,4,5,Early Action,0.0,0.0,3,Denied
501f55b4-ac8a-468a-8bb0-d1c0d378a00d,Ronald,Olson,0.27,1445,9,2,Early Decision,0.0,35.0,7,Denied
95d0eb95-d034-41be-8ba0-a9ba1f93669f,Richard,Dillon,0.02,1000,6,4,Early Decision,0.0,35.0,2,Denied
be75d681-d212-4a35-912f-bb973b5988dc,John,Marquez,0.26,1132,4,2,Early Action,0.0,0.0,1,Denied
1538c25b-5442-40a9-9fa6-876a1b2b4920,Wendy,Brooks,2.88,1476,4,2,Early Decision,0.0,35.0,4,Denied
84ef21b8-f808-48db-9578-acb2c76bc6ce,Ashley,Edwards,3.85,1076,10,4,Early Action,0.0,0.0,3,Denied
deb0e976-f17f-4f17-970f-2c00592958d8,Nathaniel,Hancock,3.87,912,2,0,Early Action,0.0,0.0,8,Denied
e1b48416-d1f8-405e-83ca-e2e7a89fae67,Dominic,Garcia,3.43,690,4,2,Early Action,0.0,0.0,1,Denied
7df35078-cb4c-4f15-be1b-360861e33dfa,Matthew,Shaffer,0.68,944,9,5,Early Action,0.0,0.0,8,Denied
defa9c55-1581-4ff9-90c9-1b5ce78820a8,Amy,Howard,3.71,909,4,1,Early Decision,1200.0,35.0,5,Accepted
620abb71-ea99-479e-80d7-87872802bdf9,Paul,Turner,2.49,431,8,3,Early Decision,0.0,35.0,4,Denied
bf305f7d-f097-475e-9a62-8847df4dfdf2,Katelyn,Morris,2.3,1146,4,0,Early Decision,0.0,35.0,6,Denied
9584789f-9062-4cca-83dc-f8f3e3901653,Andrew,Ortega,3.16,1521,3,5,Early Action,0.0,0.0,6,Denied
e918e77e-8d0b-4a02-871f-4d6d069317e7,Daniel,Jacobs,3.44,1443,6,4,Early Decision,1200.0,35.0,4,Accepted
d43f3b15-a43e-443e-8855-65a5339c28f9,Lindsay,Johnson,1.88,958,3,3,Early Decision,0.0,35.0,8,Denied
36d9a6db-6401-4f30-b93c-76e7ee26eb8f,Raymond,Carey,1.07,415,7,3,Early Decision,0.0,35.0,1,Denied
bf307dbb-5935-4751-8925-77e28c74ff68,Steven,Ortega,1.2,1453,3,3,Early Decision,0.0,35.0,7,Denied
e0c161b2-70e6-46fc-99b0-99c5b5f15da7,Lisa,Duncan,0.04,532,10,2,Early Action,1200.0,0.0,10,Accepted
6979300d-855d-4adb-9b68-90fec412692a,Tonya,Atkins,1.45,916,4,3,Regular Decision,0.0,35.0,3,Denied
a8f0cd82-eb1e-438f-a970-d39135a4aeba,Clifford,Silva,1.88,947,4,5,Regular Decision,1200.0,35.0,10,Accepted
e4e0b0e9-a0ca-4283-82d6-a86b6d493cdc,Angela,Brown,4.0,720,10,2,Early Decision,1200.0,35.0,7,Accepted
92d961e1-f86c-4c1b-bcf1-19e58f001f67,Lisa,Casey,3.91,645,6,0,Early Decision,1200.0,35.0,3,Accepted
8f808569-f3e2-464d-91f2-66171f31a708,Mark,Peterson,3.45,1585,10,5,Regular Decision,0.0,35.0,7,Denied
2aca8205-c0f2-47d4-bb0e-8fd38b55bf11,David,Morton,0.25,995,1,1,Early Decision,0.0,35.0,6,Denied
c213b271-36a3-4d60-ad1e-36d88f5cc0bd,Caroline,Carter,3.25,411,6,1,Early Action,0.0,0.0,5,Denied
62af35ec-a116-4d44-9eec-9aac08b95857,Kenneth,Long,0.64,468,5,3,Regular Decision,1200.0,35.0,10,Accepted
62a1aba3-546b-42a9-9846-f22663f805f1,Stacy,Young,3.13,454,1,4,Early Decision,1200.0,35.0,9,Accepted
e272820a-8941-467c-a6e3-a0f25d510d4b,Philip,Harris,2.68,1265,1,0,Early Action,0.0,0.0,5,Denied
515d7256-10ce-48ff-9534-ae345cfc8d1d,Samantha,Hodge,1.13,547,10,4,Regular Decision,0.0,35.0,1,Denied
1d5fe526-ffbd-44f3-9040-72aa2ab59238,Tamara,Shaw,3.52,763,10,4,Early Decision,1200.0,35.0,1,Accepted
02d4412b-7dbb-458a-8908-99d27ddabf0b,Sandra,Johnson,3.6,939,7,1,Early Action,0.0,0.0,5,Denied
7dac57bc-1d4e-41cc-948b-9b670991dab6,Lisa,Nguyen,1.2,582,2,2,Early Decision,1200.0,35.0,10,Accepted
d540c8ce-e822-49dd-93c2-dd721909b9ab,Rebecca,Murphy,0.86,877,8,0,Regular Decision,0.0,35.0,4,Denied
3a0405df-ec93-48d9-b896-2bfcfa0c9810,Amanda,Jackson,2.11,725,6,5,Regular Decision,0.0,35.0,6,Denied
e16361a5-88fe-44e0-aace-52582598fa6a,Matthew,Horton,2.32,1434,2,3,Early Decision,0.0,35.0,3,Denied
71b1e4a4-afe0-4a95-85b6-bfe04e72b64e,Philip,Anderson,1.64,887,9,4,Early Decision,0.0,35.0,5,Denied
6c966db7-3801-4132-9644-15678c2d7f84,Jennifer,Dodson,0.5,1377,9,1,Early Action,0.0,0.0,5,Denied
27804399-e407-47f1-be73-dda0f732c0c5,Amy,Perry,0.02,400,7,4,Early Decision,0.0,35.0,5,Denied
4122131d-d33d-44af-9d53-cadbeb02958e,Cody,Cohen,2.91,1415,4,5,Early Decision,0.0,35.0,4,Denied
157284ea-2a70-484b-9bfb-cf75d24fdfeb,Cheryl,Schneider,3.52,685,8,2,Early Action,0.0,0.0,7,Denied
1192c4b6-83e1-4374-be08-70358f5226ca,Dana,Anderson,2.44,860,1,2,Early Decision,0.0,35.0,8,Denied
f18c09f3-2a2c-4b75-afe6-860f8f72e942,Adrian,Barry,3.27,457,9,2,Early Decision,1200.0,35.0,3,Accepted
98a9a256-1ac6-4645-9de4-d31c40f07c4d,Kyle,Strickland,3.02,526,7,0,Early Action,0.0,0.0,5,Denied
c60e897a-4095-48cb-ae6b-b815a9d4b69e,Jon,Hayes,2.84,1053,7,1,Early Decision,0.0,35.0,7,Denied
ed4176e3-c081-4e9d-ac37-a6d4017b229a,Tiffany,Johnson,2.87,1541,1,4,Regular Decision,0.0,35.0,3,Denied
f3b0d961-ffe2-4669-aebc-c7d901a15241,Joseph,Tanner,1.7,1102,5,4,Regular Decision,0.0,35.0,7,Denied
63f629c5-21a3-4dea-bc39-20a8203d5ab1,Robert,Johnson,3.58,1161,0,0,Regular Decision,0.0,35.0,8,Denied
de4760e7-3767-4fdf-bd45-b4b543450fe9,Tammy,Perry,2.18,1010,0,4,Early Action,0.0,0.0,5,Denied
c33b53d7-e66c-4fc3-afba-195bd79ffb0b,Brittany,Young,2.77,1160,1,0,Regular Decision,1200.0,35.0,9,Accepted
416f7f1d-988e-4768-a1bc-79700079c5cd,Elizabeth,Moreno,1.14,1216,5,0,Early Action,0.0,0.0,5,Denied
2f08d540-c356-4060-b8fd-6ce65315748d,Michael,Thompson,1.7,1424,4,4,Regular Decision,0.0,35.0,3,Denied
4ed4b09d-9888-4b09-bbfe-035e076fd9e1,Sara,Hunter,3.9,777,4,0,Early Action,0.0,0.0,6,Denied
6b3aa618-542e-4a96-b0a9-751b68ed8a0e,Darrell,James,1.68,1222,7,5,Early Decision,0.0,35.0,1,Denied
1a9a2d9c-c30e-4f12-a8a0-0c9de9e6e55d,Kyle,Williams,2.31,1433,8,3,Regular Decision,0.0,35.0,7,Denied
330627aa-2cf6-40a9-8162-428aa8d81ba3,Monica,Smith,0.31,1576,2,0,Regular Decision,0.0,35.0,7,Denied
9fdc0f10-861e-49c0-89b8-f882ffd53613,Lisa,Mitchell,3.8,1259,9,5,Early Action,0.0,0.0,2,Denied
585f9e4a-e7d8-4811-a1d8-4d2c88c25879,Melissa,Meyer,3.92,1002,8,1,Early Action,0.0,0.0,4,Denied
91f575fb-917d-46c6-9eae-6fbf7ef64a32,Mark,Harris,3.19,1264,10,4,Early Decision,1200.0,35.0,3,Accepted
36afefb2-f2b8-4dab-b217-11a30c6bdfd2,Ashley,Graham,0.19,1289,5,3,Early Action,0.0,0.0,6,Denied
50b05047-9cf0-471e-a374-340ea2bd458c,Wesley,King,2.23,835,8,1,Regular Decision,0.0,35.0,4,Denied
252781f5-d914-4adb-be13-a1b14c69c3d8,William,Heath,2.22,798,10,0,Early Action,1200.0,0.0,10,Accepted
82df08da-70ad-4814-b0bb-e97204b8115e,Patrick,Banks,3.83,771,9,1,Early Decision,1200.0,35.0,9,Accepted
f29e377f-d681-43a0-bea7-76be98312f84,Caitlin,Mitchell,0.72,1227,5,1,Early Decision,0.0,35.0,8,Denied
20740f54-01c6-47f3-a99a-23ed3106d650,Thomas,Riley,2.76,721,1,5,Early Action,0.0,0.0,7,Denied
9bec3b81-3e69-4dc9-a350-446b10cbd6dc,Erin,Wood,1.92,1411,1,3,Early Decision,1200.0,35.0,9,Accepted
06291120-b859-45d6-bc2d-61f0d0166de3,Martha,Robinson,2.3,521,7,4,Early Decision,0.0,35.0,7,Denied
de4ac4f4-326f-4265-b260-530039b2557d,Cassandra,Smith,1.27,877,9,3,Regular Decision,0.0,35.0,7,Denied
928d4123-ce77-475b-9592-573a60f2130d,Alison,Torres,1.12,1302,5,4,Early Decision,0.0,35.0,1,Denied
4fde2ef4-ea9d-42d1-9767-3225089c76e4,Matthew,Barry,2.78,582,0,3,Early Action,1200.0,0.0,9,Accepted
89638fe3-ee69-4a16-92ef-aab5cd773e9e,Kevin,Ramos,3.42,1505,2,5,Early Decision,1200.0,35.0,9,Accepted
d1af834c-28f8-421b-b18a-952f2bc6a608,Jason,Johnson,1.56,677,6,5,Regular Decision,1200.0,35.0,9,Accepted
953a794f-25ae-41e8-b370-94bd79241b67,Ryan,Fox,2.95,642,6,4,Regular Decision,0.0,35.0,4,Denied
168f48bb-5d4d-4862-b707-f43dae4f860a,Matthew,Austin,0.61,811,2,3,Early Action,1200.0,0.0,10,Accepted
521c3662-54a7-42e2-bf91-bd9a8cec97a4,Valerie,Cain,2.43,728,10,5,Early Action,0.0,0.0,4,Denied
09f30293-59c1-40b5-b488-24cab9452ef2,Louis,Steele,3.34,1235,2,0,Regular Decision,0.0,35.0,6,Denied
2d739edd-fc3f-42e7-b756-dbf9f626f3e0,Deborah,Miller,0.17,1453,6,4,Early Decision,0.0,35.0,6,Denied
8bf01a45-6681-452a-8cf4-d0a72c3b0760,Tamara,Elliott,0.37,1363,8,0,Regular Decision,0.0,35.0,7,Denied
e0ddb5be-4fd6-460d-a935-e27f28b0b268,Carolyn,Richards,2.02,715,8,5,Regular Decision,0.0,35.0,4,Denied
bfbc7649-f5f0-4126-bf2f-7caa673bee8e,Lisa,Wiley,2.64,1114,9,5,Early Decision,0.0,35.0,1,Denied
058cfae5-eef7-4064-9281-241ca363ec94,Jordan,Compton,0.99,1230,8,0,Early Decision,0.0,35.0,2,Denied
356fa663-8532-4332-80ad-212253223f91,Ray,Perez,3.97,548,4,1,Regular Decision,0.0,35.0,2,Denied
4f73168b-65c7-4be8-a77a-b02e1e4ddb15,James,Lara,2.15,1175,8,3,Early Action,0.0,0.0,7,Denied
5fb1512d-e2a0-463a-acd4-64570c64667a,Tanya,Evans,3.22,1288,5,3,Regular Decision,1200.0,35.0,9,Accepted
7bbca7ac-d05a-45c4-ac35-3aa8bc6acb3e,Rodney,Coleman,1.57,984,2,4,Early Action,1200.0,0.0,10,Accepted
16ad55c7-9891-4e10-a3b5-c23a759d1311,Elaine,Garza,1.47,837,10,4,Early Decision,0.0,35.0,6,Denied
c1fb36d0-11e5-4ce3-9f1d-d6a96272e96c,Michael,Johnson,3.2,454,5,1,Early Decision,1200.0,35.0,6,Accepted
bd4c06ab-f8f8-48d2-91d4-c87e859ddb43,Carolyn,King,3.69,520,4,4,Early Action,0.0,0.0,7,Denied
9cabd90a-2943-47ff-8dd8-d6e70ac652d6,Christopher,Pierce,0.2,693,0,1,Early Action,0.0,0.0,4,Denied
4aa9ac45-7059-405e-b117-252ecea0db2c,Angela,Smith,3.68,1258,5,5,Early Decision,1200.0,35.0,2,Accepted
7d79dd14-5762-496b-9583-cefd11621cad,Michael,Perez,1.05,730,8,2,Early Action,0.0,0.0,1,Denied
9697b159-27d6-4d65-9555-eebdf1be3f69,Nancy,Turner,3.21,921,9,2,Early Action,1200.0,0.0,9,Accepted
4c964f9c-a561-4b12-86ac-f38d2b15c4e8,Eileen,Johnson,1.19,1510,5,3,Early Action,0.0,0.0,2,Denied
678e66b2-d3db-4e43-aad0-a5dd24eb05df,Douglas,Smith,0.13,720,10,2,Early Action,1200.0,0.0,9,Accepted
7e28da74-b675-4b6b-a2a0-2f02d9b766ad,Laura,Cook,0.03,1459,2,0,Early Action,0.0,0.0,6,Denied
4e889e93-9a31-4a7e-ade0-d118464d4328,Louis,Frost,2.91,987,1,3,Early Decision,1200.0,35.0,9,Accepted
ef433d67-886b-4dba-ae4a-3db3b1dd70cd,Anne,Harper,3.18,693,0,5,Early Action,0.0,0.0,5,Denied
